user_id,timestamp,page_url,session_id,action,device_type,duration_seconds
user_000842,2025-10-23 04:24:27.433097,/category/sports,session_ab8e77a1,view,Mobile,213
user_000420,2025-10-23 04:26:33.433097,/category/books,session_b4cb22f4,click,Mobile,71
user_000123,2025-10-23 04:32:16.433097,/orders,session_78aa16ea,click,Mobile,564
user_000057,2025-10-23 04:34:55.433097,/products,session_b6d331ca,view,Mobile,298
user_000353,2025-10-23 04:40:11.433097,/category/clothing,session_4db9eacb,view,Mobile,515
user_000923,2025-10-23 04:40:18.433097,/returns,session_0b6b9944,view,Mobile,137
user_000537,2025-10-23 04:42:15.433097,/category/books,session_09e6614a,view,Desktop,428
user_000946,2025-10-23 04:42:51.433097,/,session_41e4d392,add_to_cart,Desktop,140
user_000372,2025-10-23 04:45:42.433097,/category/books,session_c474e1c0,view,Desktop,485
user_000722,2025-10-23 04:51:28.433097,/category/books,session_1887fa69,view,Desktop,9
user_000054,2025-10-23 04:58:20.433097,/category/books,session_d3cb6d14,view,Tablet,472
user_000032,2025-10-23 05:07:56.433097,/category/clothing,session_dc409942,view,Mobile,223
user_000149,2025-10-23 05:11:26.433097,/offers,session_e5ae01ed,add_to_cart,Mobile,177
user_000019,2025-10-23 05:11:54.433097,/category/sports,session_404c86f1,add_to_cart,Mobile,32
user_000125,2025-10-23 05:13:45.433097,/category/clothing,session_fb2c2c83,view,Mobile,95
user_000785,2025-10-23 05:35:15.433097,/products,session_ecf8022f,click,Desktop,368
user_000931,2025-10-23 05:36:59.433097,/account,session_cf3b5aa8,view,Mobile,266
user_000076,2025-10-23 05:37:40.433097,/category/electronics,session_d478f5dc,view,Desktop,503
user_000044,2025-10-23 05:38:58.433097,/orders,session_ad5900dd,view,Desktop,183
user_000960,2025-10-23 05:46:38.433097,/category/food,session_2719bfdb,add_to_cart,Desktop,513
user_000650,2025-10-23 05:49:19.433097,/orders,session_4a8c6e28,click,Tablet,494
user_000096,2025-10-23 05:52:10.433097,/category/electronics,session_a9a45be4,add_to_cart,Desktop,193
user_000438,2025-10-23 06:01:49.433097,/offers,session_90ba1d38,view,Tablet,67
user_000241,2025-10-23 06:05:25.433097,/cart,session_a7a31d25,view,Desktop,188
user_000592,2025-10-23 06:05:40.433097,/contact,session_2c23b779,add_to_cart,Desktop,58
user_000153,2025-10-23 06:06:56.433097,/,session_96e1a522,view,Desktop,249
user_000649,2025-10-23 06:07:57.433097,/about,session_e6c9e05e,view,Desktop,21
user_000703,2025-10-23 06:08:05.433097,/returns,session_01c90e2a,click,Desktop,180
user_000082,2025-10-23 06:18:13.433097,/category/electronics,session_994f7c31,click,Tablet,463
user_000055,2025-10-23 06:18:33.433097,/category/sports,session_36f1374d,click,Mobile,570
user_000058,2025-10-23 06:43:55.433097,/category/beauty,session_a8c34b25,view,Mobile,163
user_000166,2025-10-23 06:47:10.433097,/about,session_2498a9f2,view,Tablet,437
user_000118,2025-10-23 07:06:49.433097,/,session_4fc4e8cd,click,Mobile,268
user_000095,2025-10-23 07:07:34.433097,/about,session_feb24920,click,Mobile,537
user_000910,2025-10-23 07:10:39.433097,/contact,session_37328d15,view,Mobile,442
user_000196,2025-10-23 07:18:32.433097,/category/clothing,session_7938878a,view,Mobile,451
user_000064,2025-10-23 07:20:13.433097,/category/home,session_d3b59af7,view,Desktop,339
user_000145,2025-10-23 07:24:08.433097,/category/electronics,session_4f45f6f7,view,Mobile,481
user_000379,2025-10-23 07:30:48.433097,/orders,session_16f39bed,view,Desktop,249
user_000122,2025-10-23 07:47:35.433097,/category/electronics,session_ec6494e0,click,Mobile,512
user_000391,2025-10-23 07:57:33.433097,/about,session_695f34ff,view,Mobile,86
user_000045,2025-10-23 08:14:43.433097,/orders,session_8a8016fe,add_to_cart,Mobile,576
user_000803,2025-10-23 08:15:48.433097,/returns,session_be072245,add_to_cart,Tablet,39
user_000113,2025-10-23 08:17:01.433097,/contact,session_c37114e3,click,Mobile,51
user_000454,2025-10-23 08:28:09.433097,/checkout,session_31f09021,view,Mobile,460
user_000627,2025-10-23 08:28:20.433097,/cart,session_8b713ce4,view,Mobile,173
user_000825,2025-10-23 08:29:50.433097,/category/beauty,session_bdce8c96,add_to_cart,Desktop,505
user_000754,2025-10-23 08:30:17.433097,/faq,session_c0cef31b,view,Desktop,438
user_000004,2025-10-23 08:34:52.433097,/cart,session_e6f467b9,click,Mobile,44
user_000148,2025-10-23 08:41:41.433097,/contact,session_1923cafc,view,Mobile,574
user_000394,2025-10-23 08:42:03.433097,/category/toys,session_150d28eb,click,Mobile,350
user_000317,2025-10-23 08:48:45.433097,/orders,session_42004a56,add_to_cart,Mobile,341
user_000952,2025-10-23 08:55:04.433097,/about,session_e048f1de,remove_from_cart,Desktop,381
user_000177,2025-10-23 09:03:18.433097,/returns,session_8dbff478,view,Tablet,301
user_000957,2025-10-23 09:09:57.433097,/contact,session_82a06460,view,Tablet,277
user_000980,2025-10-23 09:16:28.433097,/cart,session_968e83ca,view,Tablet,72
user_000776,2025-10-23 09:18:27.433097,/about,session_405df186,view,Mobile,57
user_000118,2025-10-23 09:25:42.433097,/contact,session_5005680f,add_to_cart,Desktop,52
user_000598,2025-10-23 09:34:15.433097,/account,session_c2be7bac,add_to_cart,Mobile,179
user_000896,2025-10-23 09:36:47.433097,/products,session_57c13f7e,view,Desktop,474
user_000795,2025-10-23 09:39:23.433097,/category/home,session_d7232ce3,view,Desktop,490
user_000418,2025-10-23 09:41:16.433097,/category/beauty,session_e12ff6cd,remove_from_cart,Desktop,562
user_000150,2025-10-23 09:41:18.433097,/category/food,session_da33562c,click,Mobile,284
user_000671,2025-10-23 09:41:27.433097,/orders,session_1749939d,view,Mobile,121
user_000213,2025-10-23 09:48:10.433097,/products,session_e83bcc84,click,Mobile,440
user_000390,2025-10-23 10:07:23.433097,/category/electronics,session_573ecc3a,click,Desktop,450
user_000389,2025-10-23 10:12:36.433097,/checkout,session_386b8594,remove_from_cart,Mobile,382
user_000272,2025-10-23 10:15:20.433097,/cart,session_288a2e51,view,Mobile,561
user_000367,2025-10-23 10:18:41.433097,/contact,session_cb5d2aff,remove_from_cart,Mobile,591
user_000956,2025-10-23 10:25:17.433097,/category/sports,session_0ed40264,view,Mobile,268
user_000451,2025-10-23 10:29:04.433097,/category/beauty,session_207495ab,click,Mobile,183
user_000059,2025-10-23 10:33:17.433097,/category/home,session_c08bd631,view,Desktop,416
user_000427,2025-10-23 10:38:55.433097,/offers,session_8cd5219a,click,Mobile,322
user_000825,2025-10-23 10:39:27.433097,/category/books,session_c5a8646c,view,Mobile,150
user_000259,2025-10-23 10:42:08.433097,/category/food,session_a60c1329,view,Mobile,577
user_000842,2025-10-23 10:42:34.433097,/category/books,session_339b2275,view,Desktop,368
user_000982,2025-10-23 10:44:48.433097,/faq,session_e2095271,click,Mobile,184
user_000835,2025-10-23 10:48:23.433097,/checkout,session_45241ea6,remove_from_cart,Mobile,32
user_000184,2025-10-23 10:50:00.433097,/search,session_571ceacb,view,Desktop,569
user_000649,2025-10-23 10:51:18.433097,/category/home,session_6ed5ca30,click,Mobile,430
user_000413,2025-10-23 10:52:17.433097,/account,session_ba4ec145,add_to_cart,Desktop,384
user_000493,2025-10-23 11:14:22.433097,/category/toys,session_2621b899,click,Mobile,18
user_000625,2025-10-23 11:24:21.433097,/offers,session_5b95ae5e,view,Mobile,593
user_000063,2025-10-23 11:25:52.433097,/orders,session_fb334e61,click,Desktop,410
user_000472,2025-10-23 11:30:41.433097,/category/sports,session_933be58a,view,Tablet,106
user_000439,2025-10-23 11:31:26.433097,/products,session_8e7569bc,view,Mobile,251
user_000875,2025-10-23 11:32:59.433097,/search,session_17f20b40,add_to_cart,Mobile,379
user_000692,2025-10-23 11:33:09.433097,/contact,session_bc731d47,view,Mobile,478
user_000317,2025-10-23 11:39:55.433097,/category/books,session_4efac302,view,Mobile,122
user_000740,2025-10-23 11:43:32.433097,/,session_f96b648a,click,Mobile,51
user_000049,2025-10-23 11:45:23.433097,/contact,session_7257dcb6,view,Desktop,17
user_000763,2025-10-23 11:54:07.433097,/category/home,session_15678e9b,view,Mobile,464
user_000301,2025-10-23 11:54:23.433097,/orders,session_e1dd7fdf,click,Desktop,424
user_000839,2025-10-23 11:59:44.433097,/category/clothing,session_b4664f33,click,Tablet,575
user_000649,2025-10-23 12:12:19.433097,/category/sports,session_fd888cbd,add_to_cart,Desktop,279
user_000095,2025-10-23 12:27:20.433097,/about,session_eacf33a9,view,Mobile,561
user_000015,2025-10-23 12:30:53.433097,/offers,session_fb2389d3,view,Desktop,441
user_000352,2025-10-23 12:34:02.433097,/contact,session_c35b9fea,view,Mobile,556
user_000684,2025-10-23 12:38:40.433097,/account,session_89e10a5a,click,Mobile,186
user_000196,2025-10-23 12:40:26.433097,/category/electronics,session_53fe40e3,view,Mobile,506
user_000301,2025-10-23 12:44:45.433097,/account,session_d8c42832,view,Mobile,83
user_000168,2025-10-23 12:45:05.433097,/orders,session_e48bb336,view,Mobile,504
user_000635,2025-10-23 12:53:38.433097,/category/sports,session_db33ce63,click,Mobile,440
user_000814,2025-10-23 12:55:20.433097,/cart,session_3a887bed,view,Mobile,457
user_000407,2025-10-23 12:59:36.433097,/orders,session_1a2b2339,add_to_cart,Tablet,474
user_000978,2025-10-23 13:04:00.433097,/category/books,session_d0b8bcbb,click,Desktop,553
user_000495,2025-10-23 13:05:28.433097,/category/sports,session_08509d96,remove_from_cart,Mobile,183
user_000549,2025-10-23 13:07:10.433097,/faq,session_6d9d5598,view,Desktop,326
user_000090,2025-10-23 13:07:38.433097,/category/electronics,session_78883058,view,Mobile,586
user_000467,2025-10-23 13:10:46.433097,/category/beauty,session_5e75788f,click,Mobile,27
user_000750,2025-10-23 13:13:02.433097,/products,session_814671a1,view,Mobile,121
user_000948,2025-10-23 13:19:50.433097,/,session_4d08f416,add_to_cart,Desktop,419
user_000612,2025-10-23 13:22:41.433097,/offers,session_4e6c2bae,click,Mobile,132
user_000261,2025-10-23 13:23:52.433097,/category/books,session_910f445d,click,Desktop,45
user_000552,2025-10-23 13:26:17.433097,/checkout,session_9e204ac7,click,Mobile,399
user_000192,2025-10-23 13:32:59.433097,/faq,session_4d564ca1,click,Mobile,47
user_000104,2025-10-23 13:39:43.433097,/offers,session_4e0ebe2e,view,Desktop,274
user_000427,2025-10-23 13:46:59.433097,/products,session_72b696ca,click,Desktop,42
user_000303,2025-10-23 13:55:14.433097,/cart,session_a41bc4c2,click,Desktop,53
user_000731,2025-10-23 13:57:32.433097,/products,session_941c23fa,view,Desktop,45
user_000288,2025-10-23 14:01:00.433097,/checkout,session_dc7abd16,view,Mobile,280
user_000499,2025-10-23 14:07:58.433097,/category/sports,session_89a06a99,add_to_cart,Mobile,87
user_000269,2025-10-23 14:08:40.433097,/category/electronics,session_36c7b748,add_to_cart,Mobile,182
user_000445,2025-10-23 14:12:18.433097,/,session_f03256d8,view,Desktop,446
user_000266,2025-10-23 14:18:07.433097,/about,session_68e968cf,add_to_cart,Desktop,60
user_000770,2025-10-23 14:18:19.433097,/category/beauty,session_2e671784,click,Mobile,413
user_000018,2025-10-23 14:19:08.433097,/cart,session_0b4967db,add_to_cart,Mobile,66
user_000274,2025-10-23 14:20:29.433097,/category/books,session_9c9d3925,view,Mobile,350
user_000518,2025-10-23 14:26:41.433097,/category/home,session_05e514ff,view,Desktop,544
user_000235,2025-10-23 14:28:19.433097,/contact,session_f0553964,remove_from_cart,Mobile,561
user_000339,2025-10-23 14:29:27.433097,/account,session_f57a431e,add_to_cart,Desktop,391
user_000419,2025-10-23 14:37:19.433097,/category/clothing,session_e84c1940,view,Mobile,520
user_000300,2025-10-23 14:45:45.433097,/returns,session_befe0e22,view,Mobile,434
user_000202,2025-10-23 14:51:50.433097,/category/clothing,session_c8a65b85,add_to_cart,Mobile,289
user_000438,2025-10-23 14:58:11.433097,/faq,session_a4fcc79c,click,Mobile,226
user_000715,2025-10-23 15:01:34.433097,/orders,session_c04a3f68,click,Mobile,53
user_000792,2025-10-23 15:17:45.433097,/cart,session_03f10ab7,view,Desktop,237
user_000576,2025-10-23 15:23:05.433097,/category/electronics,session_c8c574fa,view,Mobile,54
user_000133,2025-10-23 15:24:23.433097,/products,session_18c8a616,view,Desktop,441
user_000483,2025-10-23 15:28:35.433097,/category/home,session_f629c955,view,Desktop,568
user_000123,2025-10-23 15:33:12.433097,/category/sports,session_48164644,click,Mobile,29
user_000210,2025-10-23 15:33:54.433097,/account,session_c2d66d46,view,Desktop,476
user_000866,2025-10-23 15:47:37.433097,/faq,session_8af0744c,click,Mobile,335
user_000491,2025-10-23 15:49:15.433097,/category/beauty,session_c3bc5ca7,remove_from_cart,Desktop,178
user_000929,2025-10-23 15:59:57.433097,/category/clothing,session_cb05aa14,view,Desktop,241
user_000362,2025-10-23 16:07:41.433097,/products,session_61874fa9,view,Tablet,59
user_000960,2025-10-23 16:13:04.433097,/category/home,session_24e11716,view,Desktop,541
user_000370,2025-10-23 16:14:53.433097,/contact,session_258a9c6b,view,Desktop,332
user_000733,2025-10-23 16:17:46.433097,/category/food,session_9e5c5dcd,view,Desktop,318
user_000044,2025-10-23 16:27:03.433097,/about,session_e7e77386,click,Mobile,128
user_000135,2025-10-23 16:28:02.433097,/about,session_76d32b96,click,Mobile,241
user_000628,2025-10-23 16:29:34.433097,/category/food,session_bfa016c2,view,Desktop,593
user_000848,2025-10-23 16:37:28.433097,/orders,session_f8c43f7a,view,Mobile,66
user_000099,2025-10-23 16:39:40.433097,/faq,session_a1d29dff,view,Desktop,597
user_000933,2025-10-23 16:58:13.433097,/category/food,session_c9afd545,click,Mobile,186
user_000948,2025-10-23 17:00:07.433097,/products,session_36a09573,click,Mobile,136
user_000176,2025-10-23 17:08:20.433097,/category/food,session_5ca9bc53,view,Desktop,129
user_000262,2025-10-23 17:09:35.433097,/about,session_ff38b918,view,Mobile,396
user_000004,2025-10-23 17:16:01.433097,/category/beauty,session_b6448d24,click,Mobile,362
user_000943,2025-10-23 17:26:06.433097,/cart,session_dc5bb24f,add_to_cart,Desktop,215
user_000939,2025-10-23 17:28:22.433097,/category/electronics,session_cd101511,view,Desktop,82
user_000390,2025-10-23 17:30:32.433097,/category/books,session_13bc0dc6,click,Desktop,234
user_000997,2025-10-23 17:47:11.433097,/search,session_6a7df379,click,Mobile,349
user_000972,2025-10-23 17:48:16.433097,/checkout,session_d3a81c4f,view,Desktop,453
user_000192,2025-10-23 17:48:41.433097,/category/sports,session_b072afc8,click,Mobile,12
user_000559,2025-10-23 17:48:59.433097,/cart,session_d1550475,view,Desktop,37
user_000025,2025-10-23 17:53:51.433097,/category/sports,session_b9720eec,click,Mobile,368
user_000421,2025-10-23 17:58:22.433097,/about,session_1c6c8382,search,Mobile,338
user_000903,2025-10-23 18:04:36.433097,/orders,session_be00565d,click,Desktop,152
user_000866,2025-10-23 18:12:04.433097,/checkout,session_afe2ff5c,click,Mobile,565
user_000078,2025-10-23 18:20:32.433097,/category/toys,session_7648776e,view,Desktop,148
user_000179,2025-10-23 18:23:42.433097,/cart,session_114b3c79,remove_from_cart,Mobile,293
user_000088,2025-10-23 18:27:09.433097,/category/food,session_a26e67da,view,Mobile,246
user_000894,2025-10-23 18:36:15.433097,/products,session_e7eca309,view,Desktop,94
user_000138,2025-10-23 18:39:31.433097,/faq,session_35746477,add_to_cart,Mobile,406
user_000884,2025-10-23 18:44:44.433097,/category/beauty,session_ea258d83,view,Desktop,291
user_000980,2025-10-23 18:47:54.433097,/offers,session_b7a69c32,add_to_cart,Mobile,325
user_000942,2025-10-23 18:50:59.433097,/products,session_afaea21d,view,Mobile,443
user_000514,2025-10-23 18:51:57.433097,/category/home,session_2e968660,add_to_cart,Desktop,280
user_000596,2025-10-23 18:59:05.433097,/account,session_8da00495,add_to_cart,Desktop,567
user_000732,2025-10-23 19:02:19.433097,/category/beauty,session_dfee84b1,view,Desktop,16
user_000237,2025-10-23 19:07:20.433097,/category/home,session_3d77546e,add_to_cart,Mobile,408
user_000886,2025-10-23 19:07:45.433097,/category/beauty,session_28542b64,view,Desktop,231
user_000050,2025-10-23 19:08:21.433097,/about,session_9dc6d783,view,Desktop,548
user_000228,2025-10-23 19:16:35.433097,/category/electronics,session_ccbcbf4b,click,Desktop,597
user_000528,2025-10-23 19:18:18.433097,/returns,session_c94bcc99,view,Desktop,242
user_000899,2025-10-23 19:31:13.433097,/category/electronics,session_4cb9be7b,view,Mobile,233
user_000217,2025-10-23 19:35:37.433097,/search,session_04007c5d,add_to_cart,Mobile,376
user_000031,2025-10-23 19:35:55.433097,/about,session_45bfd2c3,view,Desktop,79
user_000662,2025-10-23 19:44:48.433097,/category/clothing,session_c865b35c,view,Mobile,56
user_000185,2025-10-23 19:47:46.433097,/category/clothing,session_1f8c56e0,add_to_cart,Mobile,472
user_000721,2025-10-23 19:48:14.433097,/category/home,session_8f2d0b17,remove_from_cart,Tablet,445
user_000066,2025-10-23 20:01:38.433097,/category/home,session_0836a865,add_to_cart,Mobile,159
user_000210,2025-10-23 20:04:30.433097,/account,session_879f22eb,view,Desktop,185
user_000553,2025-10-23 20:07:04.433097,/category/clothing,session_5fe8a7f4,view,Mobile,319
user_000261,2025-10-23 20:08:43.433097,/products,session_49fa555e,view,Mobile,510
user_000547,2025-10-23 20:13:19.433097,/cart,session_1d30d990,click,Mobile,79
user_000117,2025-10-23 20:26:30.433097,/contact,session_ddf0a0a2,view,Mobile,450
user_000525,2025-10-23 20:27:10.433097,/account,session_2c9b662e,click,Mobile,13
user_000471,2025-10-23 20:35:52.433097,/orders,session_42f90f92,view,Desktop,246
user_000400,2025-10-23 20:47:12.433097,/category/toys,session_50db8e34,click,Mobile,585
user_000478,2025-10-23 20:53:08.433097,/products,session_0f95e5dc,view,Mobile,195
user_000551,2025-10-23 20:55:23.433097,/checkout,session_68bd80d7,view,Mobile,371
user_000166,2025-10-23 20:59:37.433097,/category/clothing,session_e6162980,add_to_cart,Mobile,196
user_000807,2025-10-23 21:00:33.433097,/contact,session_6f9d1d74,click,Mobile,596
user_000748,2025-10-23 21:04:46.433097,/search,session_ba1ad160,view,Desktop,107
user_000868,2025-10-23 21:06:59.433097,/about,session_32dba028,view,Mobile,471
user_000847,2025-10-23 21:08:07.433097,/offers,session_b9469bcf,view,Mobile,547
user_000105,2025-10-23 21:09:13.433097,/category/electronics,session_c99cb5f3,view,Mobile,359
user_000433,2025-10-23 21:13:14.433097,/checkout,session_59d12415,view,Mobile,68
user_000560,2025-10-23 21:13:25.433097,/faq,session_08697ffa,view,Desktop,517
user_000189,2025-10-23 21:19:53.433097,/account,session_8ca3c793,add_to_cart,Desktop,202
user_000491,2025-10-23 21:29:40.433097,/account,session_9cc8f772,view,Mobile,410
user_000523,2025-10-23 21:33:55.433097,/offers,session_c078bc3e,view,Mobile,389
user_000122,2025-10-23 21:35:24.433097,/,session_90e0a95b,view,Tablet,540
user_000816,2025-10-23 21:36:09.433097,/category/sports,session_aed0fb57,view,Desktop,266
user_000228,2025-10-23 21:46:28.433097,/category/home,session_3cfbc642,view,Tablet,457
user_000063,2025-10-23 21:50:19.433097,/category/food,session_6759d978,view,Mobile,273
user_000264,2025-10-23 22:05:16.433097,/cart,session_df0ccde7,view,Tablet,374
user_000452,2025-10-23 22:11:18.433097,/category/electronics,session_1c31d9b9,view,Mobile,474
user_000276,2025-10-23 22:15:48.433097,/category/clothing,session_8459f41e,add_to_cart,Desktop,154
user_000641,2025-10-23 22:30:16.433097,/category/clothing,session_71e64bce,view,Desktop,367
user_000427,2025-10-23 22:31:10.433097,/faq,session_f0ad73fb,view,Tablet,395
user_000941,2025-10-23 22:36:22.433097,/search,session_65a6b335,view,Desktop,36
user_000193,2025-10-23 22:54:11.433097,/category/food,session_5f7a6026,view,Mobile,399
user_000797,2025-10-23 22:54:39.433097,/category/books,session_740da9d6,add_to_cart,Mobile,73
user_000038,2025-10-23 23:07:56.433097,/about,session_55c9bf0f,view,Mobile,570
user_000768,2025-10-23 23:10:01.433097,/faq,session_c4329e78,view,Desktop,547
user_000652,2025-10-23 23:13:22.433097,/category/clothing,session_28a39779,add_to_cart,Desktop,487
user_000000,2025-10-23 23:40:37.433097,/orders,session_49ec6e32,click,Desktop,97
user_000406,2025-10-23 23:42:47.433097,/account,session_d2c2a960,view,Mobile,501
user_000891,2025-10-23 23:45:33.433097,/category/books,session_479fea14,view,Desktop,304
user_000897,2025-10-23 23:46:16.433097,/contact,session_b118f68d,view,Tablet,296
user_000119,2025-10-23 23:46:21.433097,/about,session_2ee49d62,add_to_cart,Desktop,42
user_000359,2025-10-23 23:54:20.433097,/category/books,session_101905bf,view,Desktop,344
user_000929,2025-10-23 23:56:58.433097,/offers,session_738cf3da,view,Desktop,198
user_000582,2025-10-24 00:09:47.433097,/orders,session_fc5217cc,view,Mobile,355
user_000662,2025-10-24 00:11:54.433097,/contact,session_d2450039,view,Mobile,91
user_000991,2025-10-24 00:12:15.433097,/category/sports,session_8116e3fc,view,Desktop,36
user_000811,2025-10-24 00:14:40.433097,/cart,session_e35aac0c,view,Desktop,177
user_000791,2025-10-24 00:18:18.433097,/contact,session_626cfccc,click,Desktop,467
user_000069,2025-10-24 00:21:26.433097,/orders,session_9bd0d4c7,view,Mobile,516
user_000250,2025-10-24 00:28:38.433097,/contact,session_e6d33572,add_to_cart,Tablet,532
user_000041,2025-10-24 00:35:25.433097,/category/home,session_a2b5b498,add_to_cart,Mobile,157
user_000512,2025-10-24 00:35:45.433097,/category/electronics,session_cf8e31a3,click,Desktop,551
user_000222,2025-10-24 00:36:27.433097,/cart,session_197df05f,view,Desktop,483
user_000903,2025-10-24 00:36:31.433097,/category/clothing,session_33b1d0dc,view,Desktop,242
user_000413,2025-10-24 00:37:52.433097,/products,session_5e8a10da,view,Mobile,348
user_000394,2025-10-24 00:38:50.433097,/products,session_ad987301,search,Desktop,462
user_000679,2025-10-24 00:41:21.433097,/category/home,session_7f6c945f,add_to_cart,Tablet,46
user_000438,2025-10-24 00:52:48.433097,/faq,session_3a99bbcb,click,Mobile,192
