transaction_id,user_id,product_id,quantity,unit_price,amount,timestamp,payment_method,status
e7394d6e-8af1-4c83-a163-d267b86995ca,user_000464,product_0119,1,138.69,138.69,2025-10-23 00:05:40.562860,gift_card,completed
7e05d727-5a08-4fd7-a230-64a7f27aa368,user_000452,product_0139,2,859.21,1718.42,2025-10-23 00:08:40.562860,debit_card,completed
e0962a42-8bb2-44e3-8143-16e8122d4ad9,user_000127,product_0159,1,518.8,518.8,2025-10-23 00:19:40.562860,gift_card,completed
cf921545-beb4-4aa2-afd6-94ff10923de0,user_000087,product_0058,1,443.01,443.01,2025-10-23 00:47:40.562860,gift_card,completed
e2a721e9-4a12-4a4b-98aa-bc346ea8a10d,user_000087,product_0190,1,124.88,124.88,2025-10-23 00:47:40.562860,debit_card,pending
2ecf0d77-46c9-4074-983b-fc762337bbb8,user_000087,product_0155,1,301.71,301.71,2025-10-23 00:47:40.562860,paypal,pending
2772d577-3ff5-4f4e-bf78-d7c856ce3395,user_000873,product_0103,1,406.98,406.98,2025-10-23 00:50:40.562860,paypal,completed
e362cf12-8d2b-43b3-939b-302ec4103675,user_000873,product_0033,1,488.38,488.38,2025-10-23 00:50:40.562860,debit_card,completed
e9291608-e09f-4c1f-b3da-2f194a2597ae,user_000873,product_0176,1,34.93,34.93,2025-10-23 00:50:40.562860,paypal,completed
4b2c4073-c114-4151-ab15-1b3a21c185b5,user_000480,product_0047,1,768.27,768.27,2025-10-23 01:07:40.562860,paypal,completed
08e130ae-2f65-4efa-80ac-67a19bf4a1ac,user_000538,product_0062,2,334.68,669.36,2025-10-23 01:16:40.562860,paypal,completed
e5795c1c-3d0b-44c9-980b-0ca570751d9e,user_000538,product_0130,1,973.95,973.95,2025-10-23 01:16:40.562860,gift_card,completed
24de61bd-f28f-4eaf-bc2b-db51f1992de9,user_000199,product_0020,2,933.39,1866.78,2025-10-23 01:20:40.562860,debit_card,pending
71d857b8-316c-4558-be36-4321c6301690,user_000199,product_0131,3,956.63,2869.89,2025-10-23 01:20:40.562860,gift_card,completed
b187233c-5ed5-46e7-835d-a5182f0c7e2d,user_000211,product_0132,2,241.2,482.4,2025-10-23 01:38:40.562860,gift_card,completed
17ded331-98d9-47f3-a9a4-de81ed5b1d52,user_000031,product_0031,1,181.61,181.61,2025-10-23 01:44:40.562860,debit_card,completed
6dbf8a01-5534-4db3-b4a8-486c3655c0ac,user_000299,product_0006,1,936.48,936.48,2025-10-23 02:16:40.562860,debit_card,pending
438195c7-0fb5-400a-92d5-e6b537d2358b,user_000817,product_0087,1,733.61,733.61,2025-10-23 02:16:40.562860,gift_card,completed
eea28bbb-ac81-4e9b-b257-23d520bb37ad,user_000817,product_0004,1,490.89,490.89,2025-10-23 02:16:40.562860,credit_card,completed
49dfd018-4459-47bd-8312-5577a42f5d7c,user_000306,product_0172,1,20.01,20.01,2025-10-23 02:27:40.562860,debit_card,completed
58f77937-11fb-42d1-8212-34cfef7f5900,user_000410,product_0173,2,122.57,245.14,2025-10-23 02:29:40.562860,paypal,completed
8bfe1e15-1641-40a3-a2e6-dc71be5f991a,user_000652,product_0126,1,289.89,289.89,2025-10-23 02:31:40.562860,gift_card,completed
debe25aa-60e0-4ee7-baf6-49080c56a792,user_000652,product_0038,2,684.28,1368.56,2025-10-23 02:31:40.562860,credit_card,completed
808d21ad-2b36-44fa-a556-cadf8361339c,user_000652,product_0059,1,484.01,484.01,2025-10-23 02:31:40.562860,gift_card,completed
c49eb279-4a32-4c9d-ab97-5bb1ef8c2e3d,user_000758,product_0000,1,76.15,76.15,2025-10-23 02:34:40.562860,gift_card,completed
6c568894-63da-42e8-9e45-c8833af28aba,user_000758,product_0193,1,134.15,134.15,2025-10-23 02:34:40.562860,debit_card,completed
2758c48e-156f-4986-ac2d-2f0099a44102,user_000982,product_0106,2,279.72,559.44,2025-10-23 02:40:40.562860,credit_card,completed
fe465a13-5585-43b3-a1be-43b69759ac2c,user_000378,product_0172,1,202.14,202.14,2025-10-23 02:41:40.562860,gift_card,completed
a92cb3ec-0901-4b16-a0b1-a2d959bb814c,user_000378,product_0191,2,316.99,633.98,2025-10-23 02:41:40.562860,debit_card,completed
fe35fadc-0bb6-414a-988b-e34cee53a2ef,user_000378,product_0108,1,985.62,985.62,2025-10-23 02:41:40.562860,debit_card,pending
400330d6-bd0c-4952-abd6-6ca677117b4d,user_000713,product_0135,1,102.92,102.92,2025-10-23 02:43:40.562860,paypal,completed
f70c276c-7afd-44ce-8931-a16ab25b9a6d,user_000186,product_0146,3,659.59,1978.77,2025-10-23 02:45:40.562860,credit_card,completed
c6935901-9784-405e-b390-4b98357707f6,user_000550,product_0024,1,54.86,54.86,2025-10-23 02:45:40.562860,debit_card,completed
8a39dfaf-21b8-4e48-a96d-e59593a1f127,user_000550,product_0152,1,620.6,620.6,2025-10-23 02:45:40.562860,debit_card,completed
a687d7c8-1c71-4e87-8afd-e48e56a296b3,user_000528,product_0108,1,319.06,319.06,2025-10-23 02:52:40.562860,gift_card,completed
02b294be-879f-4a84-91ef-7bf20310f80a,user_000528,product_0047,1,496.74,496.74,2025-10-23 02:52:40.562860,paypal,completed
e7fe3bd4-8dc0-4a92-b71e-d6ef7f2f681e,user_000154,product_0065,2,304.22,608.44,2025-10-23 02:53:40.562860,paypal,completed
04030ebe-ce21-401c-9d6f-5a801508b722,user_000437,product_0149,1,136.8,136.8,2025-10-23 02:57:40.562860,debit_card,completed
423e2c4c-b219-4a6d-8f2d-e6397f606d69,user_000437,product_0198,1,608.92,608.92,2025-10-23 02:57:40.562860,gift_card,completed
785329a9-6a17-4569-8c71-f7ce901d8dc2,user_000437,product_0136,1,951.12,951.12,2025-10-23 02:57:40.562860,credit_card,completed
32b88480-74e8-4fa4-9599-86e738f14f3d,user_000598,product_0104,1,123.21,123.21,2025-10-23 03:01:40.562860,paypal,completed
bb5ed054-62f8-4d94-a3d2-f968e56fd112,user_000030,product_0025,3,963.54,2890.62,2025-10-23 03:13:40.562860,gift_card,completed
093c7786-a5d4-4c65-91d8-ed0cdd1096b3,user_000417,product_0196,1,954.89,954.89,2025-10-23 03:25:40.562860,debit_card,completed
914035e8-ed2c-4c5a-8e5c-969bb183adf9,user_000943,product_0145,1,164.57,164.57,2025-10-23 03:30:40.562860,paypal,cancelled
93329c57-475b-4b45-a8fc-d09af78e505d,user_000248,product_0095,2,417.88,835.76,2025-10-23 03:33:40.562860,debit_card,completed
6f3e91c9-718e-4595-a3d3-f079357f6bb7,user_000253,product_0068,1,698.13,698.13,2025-10-23 03:58:40.562860,gift_card,cancelled
d4f1eac5-d93f-417d-88de-4eefa42d0c73,user_000253,product_0090,2,517.3,1034.6,2025-10-23 03:58:40.562860,credit_card,completed
742e4d92-5925-4b80-95c0-abac75d85562,user_000211,product_0023,1,671.07,671.07,2025-10-23 04:03:40.562860,paypal,completed
69258881-f614-47f1-aa70-ec302f3ca15a,user_000992,product_0000,1,872.1,872.1,2025-10-23 04:04:40.562860,gift_card,completed
511b64e1-2650-472f-a043-1b9f5510c1ef,user_000531,product_0178,2,152.49,304.98,2025-10-23 04:32:40.562860,credit_card,completed
bc6e8fd5-bddd-493f-b6a1-b4f73d03994f,user_000445,product_0023,1,699.76,699.76,2025-10-23 05:17:40.562860,debit_card,completed
f7f814cd-6018-471b-b5ab-f66e0e7e4811,user_000439,product_0132,1,684.78,684.78,2025-10-23 05:21:40.562860,gift_card,completed
43eddd87-9131-45c3-b13d-0a0f4ebe4453,user_000439,product_0059,1,365.12,365.12,2025-10-23 05:21:40.562860,paypal,completed
512cd058-1376-4a78-9698-a88d4c4cd8ab,user_000151,product_0197,2,373.55,747.1,2025-10-23 05:38:40.562860,gift_card,completed
c44e6e8a-7f14-4d85-97ef-f24451faa289,user_000933,product_0070,1,829.66,829.66,2025-10-23 05:51:40.562860,debit_card,completed
d3e3ded4-69f9-4f4e-88e4-2a16806273b3,user_000347,product_0028,1,156.31,156.31,2025-10-23 05:53:40.562860,credit_card,completed
867ca123-73c7-4afd-a514-8adb71f26fda,user_000492,product_0037,1,222.84,222.84,2025-10-23 06:11:40.562860,credit_card,completed
7060debd-76f8-4711-a6f1-2595b1f8cc4c,user_000237,product_0002,1,49.72,49.72,2025-10-23 06:26:40.562860,gift_card,pending
6fcf21cb-efee-498d-8fa0-bb71a547f818,user_000495,product_0004,2,202.32,404.64,2025-10-23 06:28:40.562860,gift_card,completed
fa744ca5-26b7-4a5a-a41f-8cd4752dcf24,user_000495,product_0185,1,691.18,691.18,2025-10-23 06:28:40.562860,credit_card,refunded
6531d59c-0dfa-4b4d-9606-eb8fc05e45e3,user_000495,product_0190,1,447.74,447.74,2025-10-23 06:28:40.562860,credit_card,completed
91d259b3-3ffd-48e4-a9e2-6ef724e2d243,user_000379,product_0005,1,972.91,972.91,2025-10-23 06:29:40.562860,debit_card,pending
ef2a2bd7-10a4-43de-8f08-ac06b87d6e7a,user_000505,product_0049,1,381.23,381.23,2025-10-23 06:45:40.562860,debit_card,completed
8af52b5e-9570-4b28-b76f-78fbb524670b,user_000505,product_0099,1,603.08,603.08,2025-10-23 06:45:40.562860,gift_card,completed
769727cc-5388-4f74-a833-21303e000000,user_000413,product_0085,1,552.18,552.18,2025-10-23 06:55:40.562860,credit_card,completed
e28dcfb3-7273-4cfd-9999-ccc07c440eb2,user_000951,product_0169,1,163.03,163.03,2025-10-23 07:01:40.562860,credit_card,completed
45596414-267e-4dda-bf9b-acaef0f0a856,user_000951,product_0060,2,625.68,1251.36,2025-10-23 07:01:40.562860,debit_card,completed
8682ec28-cfb4-49f5-963f-ea97345eee44,user_000951,product_0171,1,403.74,403.74,2025-10-23 07:01:40.562860,gift_card,completed
a824d04c-63f9-4877-bc5f-615359d627e3,user_000207,product_0038,2,716.19,1432.38,2025-10-23 07:34:40.562860,gift_card,completed
2af15324-f914-4c19-be2f-0645aed24ab4,user_000207,product_0083,3,811.11,2433.33,2025-10-23 07:34:40.562860,gift_card,completed
28b20e34-b8bd-4a51-85ce-6937afcdeb63,user_000728,product_0175,1,954.62,954.62,2025-10-23 07:44:40.562860,paypal,completed
e8b7b97d-fe51-4a8a-846e-164abce16224,user_000728,product_0184,1,437.33,437.33,2025-10-23 07:44:40.562860,paypal,pending
6ce470af-e63c-412e-8373-c5c71112d66c,user_000728,product_0194,1,56.76,56.76,2025-10-23 07:44:40.562860,gift_card,completed
4f0b104d-a803-4bf2-9d1a-0d83f2d8b392,user_000728,product_0093,2,235.77,471.54,2025-10-23 07:44:40.562860,debit_card,completed
f31e8081-7c7d-471a-b1cb-c95c12628861,user_000122,product_0111,1,564.82,564.82,2025-10-23 07:48:40.562860,gift_card,pending
38cffb0f-dc93-4c4f-83e5-642ff4ac6197,user_000122,product_0054,2,522.34,1044.68,2025-10-23 07:48:40.562860,gift_card,completed
809e5093-75db-4f02-8d17-a22fd35f6ad7,user_000272,product_0013,2,161.44,322.88,2025-10-23 07:51:40.562860,gift_card,completed
07411d40-d1a0-435e-9888-cfc2539f916e,user_000406,product_0194,1,542.63,542.63,2025-10-23 07:57:40.562860,credit_card,completed
6aa19b75-561b-4345-bad9-11e510ac12e9,user_000587,product_0033,3,952.38,2857.14,2025-10-23 08:26:40.562860,credit_card,refunded
9cd928ef-0210-41cd-8622-8884fd5c8bcd,user_000587,product_0123,3,596.52,1789.56,2025-10-23 08:26:40.562860,debit_card,completed
316070c3-2c69-46f1-acdf-55f4e4056763,user_000005,product_0048,1,758.04,758.04,2025-10-23 08:41:40.562860,credit_card,completed
5795619c-3e22-4222-baf7-796a5e47ca1b,user_000005,product_0153,1,588.55,588.55,2025-10-23 08:41:40.562860,paypal,completed
dbd8e681-210a-4c4d-a67e-ea7cf43bf412,user_000005,product_0159,1,838.84,838.84,2025-10-23 08:41:40.562860,credit_card,pending
0d9f363b-6547-451d-9e93-0c917543212f,user_000894,product_0052,2,356.96,713.92,2025-10-23 08:44:40.562860,debit_card,completed
4cb07fa5-304b-4215-9ae7-4073099f163e,user_000894,product_0025,1,504.85,504.85,2025-10-23 08:44:40.562860,paypal,completed
7fde376e-b775-40da-932f-f93e16d2b311,user_000894,product_0159,1,15.2,15.2,2025-10-23 08:44:40.562860,paypal,completed
fa493aba-dee2-422d-97ae-a444a49d54dc,user_000894,product_0051,1,360.46,360.46,2025-10-23 08:44:40.562860,paypal,completed
32f4cb84-f473-4b44-9fdc-889f122d774d,user_000225,product_0178,1,184.8,184.8,2025-10-23 08:49:40.562860,debit_card,completed
06f4d1bb-5d7b-43be-8104-09fe5db05f47,user_000225,product_0096,1,838.74,838.74,2025-10-23 08:49:40.562860,paypal,completed
938107e2-4824-4d07-a7a5-e874ec65d11e,user_000205,product_0178,1,56.77,56.77,2025-10-23 09:06:40.562860,paypal,completed
c02a8cc7-5773-467b-92d9-5cce60c4f0a4,user_000205,product_0039,1,463.77,463.77,2025-10-23 09:06:40.562860,gift_card,completed
3078c642-106b-43b2-b720-2dd8e164d172,user_000205,product_0072,2,128.53,257.06,2025-10-23 09:06:40.562860,credit_card,cancelled
cc1186c0-8ba5-444f-9037-d21cd3559455,user_000611,product_0166,1,974.48,974.48,2025-10-23 09:09:40.562860,paypal,completed
0efeae46-e3ad-4b6e-b2f4-f8d562f87a47,user_000666,product_0024,1,197.71,197.71,2025-10-23 09:09:40.562860,paypal,completed
af927913-cb50-41f5-98dc-b9182af9ca18,user_000071,product_0118,2,137.11,274.22,2025-10-23 09:11:40.562860,gift_card,pending
ddf0d124-282a-4d92-a7f9-14fefaf846f7,user_000071,product_0076,1,379.89,379.89,2025-10-23 09:11:40.562860,credit_card,completed
65ec4cf2-5486-4b41-8318-44cf48720a99,user_000071,product_0139,1,993.03,993.03,2025-10-23 09:11:40.562860,gift_card,completed
7f9ec3a0-6d83-43da-b419-db052fa1ea72,user_000709,product_0153,2,204.05,408.1,2025-10-23 09:32:40.562860,paypal,completed
69624b67-3454-46fa-8c72-ab409b895f01,user_000455,product_0196,1,960.28,960.28,2025-10-23 10:02:40.562860,debit_card,completed
2e1bd745-9567-4542-95ee-3ecbcc060bbf,user_000806,product_0191,2,480.58,961.16,2025-10-23 10:02:40.562860,gift_card,completed
faddc9f0-677a-4c61-a062-cf97627d74d0,user_000806,product_0160,1,188.89,188.89,2025-10-23 10:02:40.562860,paypal,completed
62cb71fc-b826-4a1b-b6e5-b16a591574b4,user_000806,product_0053,2,682.64,1365.28,2025-10-23 10:02:40.562860,paypal,completed
429d4602-1455-4383-a446-5eb17621a043,user_000455,product_0093,1,170.26,170.26,2025-10-23 10:02:40.562860,gift_card,completed
27d7772d-70a1-43e1-83e8-b20df36824d1,user_000550,product_0113,2,646.77,1293.54,2025-10-23 10:10:40.562860,gift_card,completed
d48f842b-e2d8-4847-ad34-cd77a59040c7,user_000550,product_0064,1,881.77,881.77,2025-10-23 10:10:40.562860,gift_card,pending
23c18741-a32e-44f3-819c-07f3840de63d,user_000568,product_0113,1,300.17,300.17,2025-10-23 10:29:40.562860,credit_card,completed
4a5e84b3-beaf-4c57-bdfe-bb6e26676451,user_000211,product_0060,3,617.52,1852.56,2025-10-23 10:32:40.562860,debit_card,completed
3e81ac75-57e9-487c-836d-a10db8ec06fe,user_000211,product_0128,1,35.88,35.88,2025-10-23 10:32:40.562860,gift_card,completed
8198fc8e-b9d9-45d8-9b68-d4a965ff6086,user_000211,product_0000,1,360.2,360.2,2025-10-23 10:32:40.562860,paypal,completed
2f856d05-e995-4d67-b002-6c19fd27f49d,user_000883,product_0144,2,370.77,741.54,2025-10-23 10:36:40.562860,paypal,cancelled
29f4cfba-7160-4819-b847-6730fa7f14d6,user_000775,product_0137,1,125.15,125.15,2025-10-23 10:41:40.562860,credit_card,completed
6db968a6-7a0b-4af9-9a38-aab565616fee,user_000775,product_0021,1,545.37,545.37,2025-10-23 10:41:40.562860,paypal,pending
ff7e0cbe-dc10-49a1-a93f-d289628f17ea,user_000378,product_0119,2,799.3,1598.6,2025-10-23 10:47:40.562860,debit_card,completed
b7907fb4-f65c-4643-a0ac-0afb7304109b,user_000378,product_0172,1,17.99,17.99,2025-10-23 10:47:40.562860,paypal,completed
f78bf1c1-ac15-47e3-80f4-91a503349f81,user_000378,product_0160,1,529.59,529.59,2025-10-23 10:47:40.562860,paypal,completed
66f7ac98-5a6e-4d21-8327-6a76fb65558f,user_000378,product_0036,2,358.35,716.7,2025-10-23 10:47:40.562860,debit_card,completed
aa6ca6f1-1305-43e1-b86c-3ed87c6f8a09,user_000962,product_0089,1,42.47,42.47,2025-10-23 11:26:40.562860,credit_card,cancelled
b44a9699-2293-4e39-95f5-5eafc901d4d0,user_000612,product_0165,1,449.61,449.61,2025-10-23 11:32:40.562860,credit_card,completed
2952d269-1318-4d8d-9df9-7218e634075f,user_000682,product_0114,1,571.43,571.43,2025-10-23 11:46:40.562860,gift_card,completed
960baaa4-23c1-4549-a408-e3e3d990f664,user_000013,product_0071,3,751.42,2254.26,2025-10-23 11:47:40.562860,paypal,completed
578ed08c-eda6-4f2e-bcc5-b7daabd4b2c8,user_000013,product_0186,1,280.65,280.65,2025-10-23 11:47:40.562860,paypal,completed
8008c710-0227-4b19-a02f-55b65a505abf,user_000013,product_0031,1,257.36,257.36,2025-10-23 11:47:40.562860,paypal,completed
833ff31e-3650-4aef-aa93-17e92764dec0,user_000181,product_0079,1,990.01,990.01,2025-10-23 11:50:40.562860,gift_card,completed
bddefefa-dfdf-4727-837c-021609e7bfe1,user_000303,product_0021,1,15.67,15.67,2025-10-23 11:52:40.562860,paypal,completed
f82474e1-76fb-4956-bf67-c2e37ff2fd87,user_000303,product_0055,1,89.97,89.97,2025-10-23 11:52:40.562860,debit_card,completed
a5a2d5ac-48f8-472b-9601-12bd7a2ab300,user_000623,product_0058,2,549.06,1098.12,2025-10-23 11:57:40.562860,paypal,completed
bcc14124-0cc6-44cb-932a-c1fa9d516508,user_000623,product_0118,1,124.43,124.43,2025-10-23 11:57:40.562860,debit_card,completed
3b4a17cd-b798-4034-84cd-a7c60a121024,user_000623,product_0116,3,645.61,1936.83,2025-10-23 11:57:40.562860,debit_card,pending
383819b8-932e-42cc-959b-61c3c2a04830,user_000623,product_0072,1,670.61,670.61,2025-10-23 11:57:40.562860,gift_card,completed
95c930ea-bb3b-4320-85a8-e9ac9a048d5b,user_000533,product_0075,1,70.01,70.01,2025-10-23 12:09:40.562860,debit_card,completed
bbb9c175-1af6-4451-afb1-398b878d2cfa,user_000525,product_0102,1,522.77,522.77,2025-10-23 12:35:40.562860,credit_card,completed
aa2cd9c9-f909-4f89-8ba5-27cd51a34cf3,user_000306,product_0182,1,480.87,480.87,2025-10-23 13:02:40.562860,gift_card,completed
a778ad6f-1a10-4949-b31f-e7c7307d474c,user_000306,product_0036,1,568.89,568.89,2025-10-23 13:02:40.562860,debit_card,completed
38bb5034-88b4-4db1-ae3b-0ab28df8d56c,user_000306,product_0010,1,933.34,933.34,2025-10-23 13:02:40.562860,debit_card,completed
eaeb4c59-6df0-4b4e-99ad-eec2ac1445af,user_000918,product_0112,2,958.93,1917.86,2025-10-23 13:05:40.562860,paypal,completed
34bcfbd0-56cc-410a-aa4b-4ab3c7df6600,user_000918,product_0135,2,375.06,750.12,2025-10-23 13:05:40.562860,gift_card,completed
c28c57bb-ac47-4be8-8263-cf0d851f9a50,user_000918,product_0062,1,482.22,482.22,2025-10-23 13:05:40.562860,paypal,completed
2d871eb0-8a9f-4745-9eb2-9619468d3d28,user_000918,product_0021,1,634.77,634.77,2025-10-23 13:05:40.562860,credit_card,completed
67f63583-e76c-4750-966a-3ae31c3dc6fd,user_000125,product_0068,1,211.18,211.18,2025-10-23 13:24:40.562860,paypal,completed
f9c2f1f5-26ab-4eb4-af9d-65829564d534,user_000695,product_0195,3,531.04,1593.12,2025-10-23 13:25:40.562860,debit_card,completed
47af6161-7ce4-46bb-8c9c-f9e458b5dfed,user_000293,product_0170,1,781.95,781.95,2025-10-23 13:33:40.562860,credit_card,completed
f2b47627-c0c6-4677-b08b-5be94c2aa66f,user_000293,product_0139,1,684.4,684.4,2025-10-23 13:33:40.562860,gift_card,completed
c2d30238-dd7e-4cf9-bbf0-bc30da6173ed,user_000147,product_0075,1,716.03,716.03,2025-10-23 13:38:40.562860,credit_card,completed
594a4f2e-1118-4b88-8519-01826dd8cccc,user_000147,product_0144,1,102.22,102.22,2025-10-23 13:38:40.562860,paypal,refunded
a29bc628-aca4-4c10-a319-56a8fc2bedfc,user_000147,product_0117,1,320.47,320.47,2025-10-23 13:38:40.562860,gift_card,completed
4132ed9d-e27b-48c7-b52b-709119251284,user_000497,product_0173,1,673.63,673.63,2025-10-23 14:01:40.562860,credit_card,completed
f322986c-1f81-48d2-9c1b-2fdd0c389a24,user_000788,product_0010,1,483.67,483.67,2025-10-23 14:02:40.562860,gift_card,completed
f8ae4471-4ca1-4e2c-959c-bab6ea5ad562,user_000582,product_0062,1,850.34,850.34,2025-10-23 14:08:40.562860,debit_card,completed
9343dd99-ebbb-447d-a8d4-43a287bff1a5,user_000582,product_0127,2,598.95,1197.9,2025-10-23 14:08:40.562860,credit_card,completed
4422b701-dbf4-437c-b7b3-a95017a21432,user_000582,product_0036,1,656.11,656.11,2025-10-23 14:08:40.562860,paypal,completed
5acab153-9581-4f92-a2e9-bfe4f1b0235d,user_000416,product_0033,1,448.45,448.45,2025-10-23 14:43:40.562860,gift_card,completed
c183b479-c960-4917-a96b-bf50ddef2a66,user_000416,product_0190,1,43.64,43.64,2025-10-23 14:43:40.562860,gift_card,completed
7d1c493c-363e-4337-9e49-1eefa8154f36,user_000024,product_0191,3,761.25,2283.75,2025-10-23 14:46:40.562860,gift_card,completed
04595ccb-6d01-44d8-bf84-3d1a88cf22ad,user_000564,product_0191,1,824.65,824.65,2025-10-23 14:56:40.562860,debit_card,pending
cd5df7bc-64ae-44a6-87c9-869163d2bf70,user_000444,product_0043,1,177.1,177.1,2025-10-23 14:59:40.562860,paypal,completed
5642f886-5517-4750-971c-c363f68a6338,user_000404,product_0056,3,849.12,2547.36,2025-10-23 15:00:40.562860,debit_card,completed
c63b75c1-4b94-4930-b93a-4207719cc375,user_000777,product_0122,1,867.53,867.53,2025-10-23 15:15:40.562860,debit_card,completed
a599252d-3308-4457-8477-bd1df1bae622,user_000777,product_0014,1,922.75,922.75,2025-10-23 15:15:40.562860,paypal,completed
700e0602-cd0c-4712-9784-dc4114a38eee,user_000884,product_0168,1,809.38,809.38,2025-10-23 15:30:40.562860,paypal,completed
77d66316-40bd-484f-a831-392b54588d33,user_000884,product_0005,1,418.61,418.61,2025-10-23 15:30:40.562860,gift_card,completed
304387d8-1df8-4f05-8e5b-a701e5fb3839,user_000884,product_0168,1,156.36,156.36,2025-10-23 15:30:40.562860,paypal,completed
e135711a-99e1-455b-8e38-f2f7d70ee61c,user_000254,product_0007,3,996.73,2990.19,2025-10-23 16:11:40.562860,gift_card,completed
5391a1f4-acdf-486c-84d4-75cbb20411c9,user_000961,product_0102,3,275.36,826.08,2025-10-23 16:11:40.562860,paypal,completed
3f0accd5-4046-449a-a886-15a9f7a9fcf1,user_000254,product_0012,1,589.76,589.76,2025-10-23 16:11:40.562860,gift_card,completed
1a7585b5-6a17-47f5-80d7-e804dde2482c,user_000742,product_0175,1,636.92,636.92,2025-10-23 16:15:40.562860,debit_card,completed
2c4cf708-d101-429c-bb66-4abf9b50b5fb,user_000199,product_0182,1,557.0,557.0,2025-10-23 16:22:40.562860,gift_card,completed
6b6d7981-3ff2-459b-8d26-0cb8a66d4843,user_000512,product_0195,1,151.33,151.33,2025-10-23 16:30:40.562860,paypal,completed
8775c84a-163a-4696-8807-f4b64ab859cf,user_000512,product_0180,3,999.0,2997.0,2025-10-23 16:30:40.562860,debit_card,completed
0878d2bd-8eb6-4f1d-83fb-7a2221e70b58,user_000230,product_0033,1,987.58,987.58,2025-10-23 16:31:40.562860,debit_card,completed
0449464f-d736-466b-a22b-043687c73b31,user_000230,product_0040,1,375.19,375.19,2025-10-23 16:31:40.562860,debit_card,pending
3692f3ff-0d88-4247-bf81-e51c3dc40804,user_000545,product_0142,1,899.13,899.13,2025-10-23 16:33:40.562860,paypal,completed
4caca04e-ec7e-4d49-a2ba-fbbe731321cb,user_000545,product_0007,2,93.97,187.94,2025-10-23 16:33:40.562860,debit_card,completed
b4b0426b-4503-4517-9f07-46c1a7c1ca53,user_000788,product_0079,2,870.89,1741.78,2025-10-23 16:44:40.562860,debit_card,pending
dcb9dc82-727a-4c6c-9249-5f4be3b2c3ab,user_000788,product_0088,1,272.83,272.83,2025-10-23 16:44:40.562860,paypal,completed
970cfff7-8731-4258-b91a-5b62f24c8983,user_000788,product_0065,1,809.21,809.21,2025-10-23 16:44:40.562860,credit_card,completed
05de8976-5765-402a-9ae2-21e835db0948,user_000788,product_0086,2,375.68,751.36,2025-10-23 16:44:40.562860,debit_card,completed
0e0d7608-d72d-424f-94b9-5d826b0115ca,user_000612,product_0070,1,994.26,994.26,2025-10-23 16:55:40.562860,credit_card,completed
769359d6-8088-4bf2-9e12-88befacb222e,user_000480,product_0011,1,507.32,507.32,2025-10-23 17:06:40.562860,debit_card,refunded
bf9eba03-6650-4ee8-aa98-44959b89d383,user_000855,product_0191,2,638.99,1277.98,2025-10-23 17:09:40.562860,gift_card,pending
b7e42489-d3c6-4a0b-a3ed-38e7ab7e5d6e,user_000893,product_0057,1,25.15,25.15,2025-10-23 17:27:40.562860,credit_card,completed
1f846af3-75ad-419a-b3d1-ca2b608a626f,user_000574,product_0198,1,697.1,697.1,2025-10-23 17:33:40.562860,debit_card,pending
cbf8b7e9-3235-4fdb-b4f8-521220e04cd7,user_000945,product_0094,1,545.7,545.7,2025-10-23 17:36:40.562860,gift_card,completed
